,idx,mode,file,# Gadgets,CX depth,# CX,Rz depth,depth,# Rz,time,notes,matroid,root_heuristic,split_heuristic,arch_density,architecture
0,17,tket,circuits/phasepoly/16qubits/100gadgets/Original15.qasm,,2310,2865,100,2408,100,0 days 00:00:01.182875000,,gray,nash,count,0.2,16q-square
0,18,tket,circuits/phasepoly/16qubits/100gadgets/Original5.qasm,,2337,3008,100,2435,100,0 days 00:00:01.434975000,,gray,nash,count,0.2,16q-square
0,19,tket,circuits/phasepoly/16qubits/100gadgets/Original19.qasm,,2362,2990,100,2462,100,0 days 00:00:01.177381000,,gray,nash,count,0.2,16q-square
0,0,steiner,circuits/phasepoly/16qubits/100gadgets/Original6.qasm,100,505,1310,67,516,100,0 days 00:00:00.566265000,,arianne,,count,0.2,16q-square
0,1,steiner,circuits/phasepoly/16qubits/100gadgets/Original16.qasm,100,513,1253,73,523,100,0 days 00:00:00.587048000,,arianne,,count,0.2,16q-square
0,2,steiner,circuits/phasepoly/16qubits/100gadgets/Original17.qasm,100,514,1324,77,528,100,0 days 00:00:00.535255000,,arianne,,count,0.2,16q-square
0,3,steiner,circuits/phasepoly/16qubits/100gadgets/Original7.qasm,100,504,1335,76,517,100,0 days 00:00:00.705448000,,arianne,,count,0.2,16q-square
0,4,steiner,circuits/phasepoly/16qubits/100gadgets/Original10.qasm,100,497,1320,74,511,100,0 days 00:00:00.576473000,,arianne,,count,0.2,16q-square
0,5,steiner,circuits/phasepoly/16qubits/100gadgets/Original0.qasm,100,509,1292,66,525,100,0 days 00:00:00.603967000,,arianne,,count,0.2,16q-square
0,6,steiner,circuits/phasepoly/16qubits/100gadgets/Original1.qasm,100,549,1327,82,558,100,0 days 00:00:00.629193000,,arianne,,count,0.2,16q-square
0,7,steiner,circuits/phasepoly/16qubits/100gadgets/Original11.qasm,100,519,1305,72,524,100,0 days 00:00:00.623901000,,arianne,,count,0.2,16q-square
0,8,steiner,circuits/phasepoly/16qubits/100gadgets/Original12.qasm,100,493,1348,72,507,100,0 days 00:00:00.648424000,,arianne,,count,0.2,16q-square
0,9,steiner,circuits/phasepoly/16qubits/100gadgets/Original2.qasm,100,487,1148,72,503,100,0 days 00:00:00.640043000,,arianne,,count,0.2,16q-square
0,10,steiner,circuits/phasepoly/16qubits/100gadgets/Original3.qasm,100,497,1292,71,510,100,0 days 00:00:00.692962000,,arianne,,count,0.2,16q-square
